Title,Title_URL,entrymeta,Field,Text,Text1,Field1,Field2
பாடகர் விஜய் யேசுதாஸ் | Singer Vijay Yesudas,https://tamizharulagam.in/2021/04/26/singervijayyesudas150140/,"
				April 26, 2021			","விஜய் யேசுதாஸ் கட்டசேரி (மலையாளம்: വിജയ് യേശുദാസ്,ஆங்கிலம்:Vijay Yesudas)(பிறப்பு மார்ச் 23, 1979) தென்னிந்தியத் திரைப்படங்களில் பாடியுள்ள ஓர் திரைப்படப் பின்னணிப் பாடகர். இவர் தமிழ், மலையாளம்,தெலுங்கு,கன்னடம் மற்றும் துளு மொழிகளில் பாடியுள்ளார்….","விஜய் யேசுதாஸ் கட்டசேரி (மலையாளம்: വിജയ് യേശുദാസ്,ஆங்கிலம்:Vijay Yesudas)(பிறப்பு மார்ச் 23, 1979) தென்னிந்தியத் திரைப்படங்களில் பாடியுள்ள ஓர் திரைப்படப் பின்னணிப் பாடகர். இவர் தமிழ், மலையாளம்,தெலுங்கு,கன்னடம் மற்றும் துளு மொழிகளில் பாடியுள்ளார். ","விஜய் யேசுதாஸ் புகழ்பெற்றப் பின்னணிப் பாடகர் கே. ஜே. யேசுதாஸ் மற்றும் பிரபாவிற்கு இரண்டாவது மகனாக சென்னையில் மார்ச் 23,1979 அன்று பிறந்தார். சனவரி 21, 2007 அன்று தமது நீண்டநாள் நண்பர் தர்சனாவை திருவனந்தபுரத்தில் திருமணம் செய்தார். இருவருக்கும் அம்மெயா என்ற மகள் உள்ளனர். ",,
பாடகர் பி. பி. ஸ்ரீனிவாஸ் | Singer P. B. Sreenivas,https://tamizharulagam.in/2021/04/26/singerp-b-sreenivas145941/,"
				April 26, 2021			","பி. பி. ஸ்ரீநிவாஸ் (Prativadi Bhayankara Sreenivas, செப்டம்பர் 22, 1930 – ஏப்ரல் 14, 2013) தென்னிந்தியாவின் பழம்பெரும் திரைப்படப் பின்னணிப் பாடகர். இவர் தமிழ், தெலுங்கு, மலையாளம், கன்னடம், இந்தி…","பி. பி. ஸ்ரீநிவாஸ் (Prativadi Bhayankara Sreenivas, செப்டம்பர் 22, 1930 – ஏப்ரல் 14, 2013) தென்னிந்தியாவின் பழம்பெரும் திரைப்படப் பின்னணிப் பாடகர். இவர் தமிழ், தெலுங்கு, மலையாளம், கன்னடம், இந்தி உட்படப் 12 இந்திய மொழிகளில் ஆயிரக்கணக்கான பாடல்களைப் பாடியுள்ளார். இவர் இந்தியாவில், ஆந்திரப் பிரதேசத்தில் உள்ள காக்கிநாடா மாவட்டத்தில் பிறந்தார். ","ஸ்ரீநிவாசின் முதல் பாடல் ஜெமினி தயாரித்து 1951 இல் வெளிவந்த மிஸ்டர் சம்பத் என்ற இந்திப் படத்தில் இடம்பெற்றது. கனஹிபரது என்ற பாடலை முதன் முதலில் பாடினார். இவரது முதல் தமிழ்ப் பாடல் சிந்தனை என் செல்வமே” என்ற பாடல், 1953 இல் வெளிவந்த ஜாதகம் படத்தில் இடம்பெற்றது. ","ஆங்கிலம், உருது உட்பட எட்டு மொழிகளில் புலமை பெற்றவர். இவற்றில் பல பாடல்களையும் எழுதியுள்ளார். மதுவண்டு என்ற புனைப்பெயரில் தமிழ்க் கவிதைகளை எழுதினார். வறுமையின் நிறம் சிவப்பு, நண்டு ஆகிய திரைப்படங்களில் வரும் இந்திப்பாடல்களை இவரே இயற்றினார். ",
பாடகர் பி. ஜெயச்சந்திரன் | Singer P. Jayachandran,https://tamizharulagam.in/2021/04/26/singerp-jayachandran150157/,"
				April 26, 2021			","பி. ஜெயசந்திரன் (மலையாளம்: : പി.ജയചന്ദ്ര൯, ஆங்கில மொழி: P. Jayachandran; பிறப்பு: மார்ச் 3, 1944) தென்னிந்தியத் திரைப்படப் பின்னணிப் பாடகர். தமிழ், மலையாளம், கன்னடம்,தெலுங்கு மற்றும் இந்தி மொழித் திரைப்படங்களில்…","பி. ஜெயசந்திரன் (மலையாளம்: : പി.ജയചന്ദ്ര൯, ஆங்கில மொழி: P. Jayachandran; பிறப்பு: மார்ச் 3, 1944) தென்னிந்தியத் திரைப்படப் பின்னணிப் பாடகர். தமிழ், மலையாளம், கன்னடம்,தெலுங்கு மற்றும் இந்தி மொழித் திரைப்படங்களில் பாடியுள்ளார். அவர் இந்திய தேசிய திரைப்பட விருதை ஒருமுறையும் தமிழக அரசின் மாநில திரைப்பட விருதை நான்கு முறையும் கேரள மாநில திரைப்பட விருதை நான்குமுறையும் பெற்றுள்ளார்.1997 ஆண்டு தமிழக அரசின் கலைமாமணி விருது பெற்றுள்ளார். ",ஜெயச்சந்திரன் எர்ணாகுளத்தின் இரவிபுரம் பகுதியில் புகழ்பெற்ற இசைக்கலைஞரும் கொச்சி அரச பரம்பரையைச் சேர்ந்தவருமான ரவிவர்மா கொச்சனியன் தம்புரானுக்கும் சுபத்திரா குஞ்சம்மாவிற்கும் பிறந்தவர். அன்னையின் தூண்டலால் ஆறு வயதிலேயே மிருதங்கம் வாசிக்கப் பயின்றார். எட்டு வயதில் கிறித்தவ தேவாலயங்களில் பக்திப் பாடல்கள் பாடத்தொடங்கினார். இரிஞ்சாலகுடாவில் வளர்ந்த ஜெயச்சந்திரன் அங்குள்ள தேசியப் பள்ளியில் படித்து வந்த நேரத்தில் பள்ளிப் போட்டிகளில் மிருதங்கம் மற்றும் மெல்லிசையில் பல பரிசுகளைப் பெற்று வந்தார். மாநில பள்ளிச்சிறுவர்களுக்கான ஓர் போட்டியில் 1958ஆம் ஆண்டு சிறந்த மிருதங்கக் கலைஞராக பரிசு பெற்றார். இதே போட்டியில் பின்னணிப் பாடகர் யேசுதாஸ் சிறந்த செவ்விசைப் பாடகராக தேர்வு பெற்றார். ,விலங்கியலில் பட்டப்படிப்பை முடித்துக் கொண்டு 1965 இல் ஜெயச்சந்திரன் சென்னை வந்து சேர்ந்தார். ,[[1973ம் ஆண்டு வெளியான அலைகள் தமிழ் படத்தில் “”பொன்னென்ன பூவென்ன பெண்ணே…”” என்ற பாடலை எம் எஸ் வி இசையில் அறிமுகம்.
பாடகர் ஹரிஷ் ராகவேந்திரா | Singer Harish Raghavendra,https://tamizharulagam.in/2021/04/26/singerharishraghavendra150234/,"
				April 26, 2021			","ஹரிஷ் ராகவேந்திரா சென்னையைச் சேர்ந்த ஒரு தென்னிந்திய திரைப்படப் பாடகர் மற்றும் நடிகர். அவரது பாடல்கள் “தேவதையைக் கண்டேன்” (படம்:காதல் கொண்டேன்),”சக்கர நிலவே “(படம்:யூத்),”மெல்லினமே மெல்லினமே” (படம்:ஷாஜஹான்) வெற்றியைப் பெற்றுள்ளன. அவர் விகடன்…","ஹரிஷ் ராகவேந்திரா சென்னையைச் சேர்ந்த ஒரு தென்னிந்திய திரைப்படப் பாடகர் மற்றும் நடிகர். அவரது பாடல்கள் “தேவதையைக் கண்டேன்” (படம்:காதல் கொண்டேன்),”சக்கர நிலவே “(படம்:யூத்),”மெல்லினமே மெல்லினமே” (படம்:ஷாஜஹான்) வெற்றியைப் பெற்றுள்ளன. அவர் விகடன் என்ற திரைப்படத்தில் அருண்பாண்டியனுடன் நடித்துள்ளார். திருப்பதி திரைப்படத்தில் முதன்மை நாயகன் அஜித்திற்கு அண்ணன் வேடத்தில் நடித்துள்ளார். ",ஹரிசின் இயற்பெயர் ஹரிஷ் ராம் ஸ்ரீனிவாசாகும். ஒளிப்படக் கலைஞர் பி.வி.ராகவேந்திரனின் மகனாவார். சொந்த ஊர் கோயம்புத்தூர். அவரது முதல் பாடல் தெலுங்கு படமொன்றிற்கு அமைந்தது. அவர் கல்லூரியின் முதலாண்டில் இருக்கும்போது அரசியல் என்ற திரைப்படத்திற்கு “வா சகி” என்ற பாடல் பாடி வெற்றி யடைந்தது. ஆயினும் தனது கல்லூரிப் படிப்பைத் தொடர பல வாய்ப்புகளைத் துறந்தார்.விவேகானந்தா கல்லூரியில் வணிகவியல் பட்டமும் பொதுத் தொடர்பு மற்றும் தாளியலில் மேற்படிப்பும் முடித்தார்.மென்பொருள் பொறியியலிலும் கல்வி கற்றார். ,"மீண்டும் திரைப்பட இசையில் ஈடுபாடு கொண்டு இளையராஜா இசையில் பாரதி திரைப்படத்தில் “நிற்பதுவே நடப்பதுவே” என்ற பாடலைப் பாடினார்.இப்பாடல் பெருவெற்றி யடைந்ததுடன் மாநில அரசின் விருதினையும் அவருக்கு பெற்றுத் தந்தது. இந்நேரத்தில் தான் தனது பெயரை ஹரிஷ் ராகவேந்திரா என்று மாற்றிக் கொண்டார். தொடர்ந்து தமிழ்,தெலுங்கு,மலையாளம், கன்னடம் மற்றும் இந்தித் திரைப்படங்களில் பாடியுள்ளார். ",
பாடகர் மலேசியா வாசுதேவன் | Singer Malaysia Vasudevan,https://tamizharulagam.in/2021/04/26/singermalaysiavasudevan150030/,"
				April 26, 2021			","மலேசியா வாசுதேவன் (சூன் 15, 1944 – பெப்ரவரி 20, 2011) ஒரு தென்னிந்தியத் திரைப்படப் பாடகரும் நடிகரும் ஆவார். எட்டாயிரத்திற்கும் அதிகமான தமிழ்த் திரைப்பாடல்களைப் பாடியவர். வாழ்க்கைக் குறிப்பு கேரளத்தைப் பிறப்பிடமாகக்…","மலேசியா வாசுதேவன் (சூன் 15, 1944 – பெப்ரவரி 20, 2011) ஒரு தென்னிந்தியத் திரைப்படப் பாடகரும் நடிகரும் ஆவார். எட்டாயிரத்திற்கும் அதிகமான தமிழ்த் திரைப்பாடல்களைப் பாடியவர். ",கேரளத்தைப் பிறப்பிடமாகக் கொண்ட மலேசியாவைச் சேர்ந்த சத்து நாயர் – அம்மாளு தம்பதியருக்கு எட்டாவது மகனாகப் பிறந்தார் வாசுதேவன். மலேசியாவில் தமிழர் இசைக் குழு ஒன்றில் முக்கிய பாடகராக விளங்கினார் ,மலேசியாவில் பல நாடகங்களில் நடித்த அனுபவத்தை நம்பிக்கையாகக் கொண்டு சென்னை வந்தார். திரைப்பட வாய்ப்புகளைத் தேடினார். மலேசியத் தமிழர்கள் கூட்டாகத் தயாரித்த “இரத்தப் பேய்” என்ற தமிழ்ப் படத்தில் முதல் முறையாக நடிகனாக அறிமுகமானார். 1970களில் விளம்பர நிறுவனங்களுக்காக 45 ஆவணப் படங்களில் நடித்துள்ளார். இளையராஜாவின் “பாவலர் பிரதர்ஸ்” குழுவில் பல மேடைக் கச்சேரிகளில் பாடி வந்தார். ,1980-சாமந்தி பூ 
பாடகர் மது பாலகிருஷ்ணன் | Singer Madhu Balakrishnan,https://tamizharulagam.in/2021/04/26/singermadhubalakrishnan150019/,"
				April 26, 2021			","மது பாலகிருஷ்ணன் (சூன் 24, 1974) மலையாளம் , தமிழ், தெலுங்கு , கன்னடம் ஆகிய மொழிகளில் பாடியுள்ள ஓர் இந்தியத் திரைப்படப் பாடகர். வாழ்க்கை வரலாறு மது பாலகிருஷ்ணன் கேரளத்தைச் சேர்ந்த…","மது பாலகிருஷ்ணன் (சூன் 24, 1974) மலையாளம் , தமிழ், தெலுங்கு , கன்னடம் ஆகிய மொழிகளில் பாடியுள்ள ஓர் இந்தியத் திரைப்படப் பாடகர். ",மது பாலகிருஷ்ணன் கேரளத்தைச் சேர்ந்த கொச்சி மாமன்னரின் தலைநகராகத் திகழ்ந்த திருப்புனித்துறையில் பிறந்தவர். சென்னையில் உள்ள இந்திய இசை மற்றும் கலை அகாடமியில் இசையில் பட்டம் பெற்று அனைத்திந்திய வானொலி மற்றும் தூர்தர்சனில் தரபடுத்தப்பட்ட கலைஞராக பணியாற்றி யுள்ளார். இவருக்கு திவ்யா என்ற மனைவியும் மாதவன் என்ற மகனும் உள்ளனர். துடுப்பாட்ட வேகப்பந்து வீச்சாளர் ஸ்ரீசாந்த் இவரது மனைவியின் தமையனாவார். ,"சிறுவயதில் ஸ்ரீதேவி மற்றும் சந்திரமனா நாரயணன் நம்பூதிரியிடம் கருநாடக இசை பயிற்சியைத் துவக்கிய மது சென்னையில் டி.வி.கோபாலகிருஷ்ணன், மணி கிருஷ்ணசாமி மற்றும் வேதவல்லி ஆகியோரிடம் மேற்பயிற்சி பெற்றுள்ளார். ",“கொஞ்சநேரம் கொஞ்சும் நேரம்” – ஆஷா போன்சலேயுடன் (சந்திரமுகி) 
பாடகர் திப்பு | Singer Tippu,https://tamizharulagam.in/2021/04/26/singertippu144425/,"
				April 26, 2021			","திப்பு தமிழ், கன்னடம், மலையாளம், தெலுங்கு மொழிகளில் பாடும் ஒரு தென்னிந்திய திரைப்படப்பாடகர். இவரது இயற்பெயர் ஏகாம்பரேஷ் என ஓர் தொலைக்காட்சி நிகழ்ச்சியில் (காபி வித் அனு) கூறியுள்ளார். பின்னணிப் பாடகி ஹரிணியை…","திப்பு தமிழ், கன்னடம், மலையாளம், தெலுங்கு மொழிகளில் பாடும் ஒரு தென்னிந்திய திரைப்படப்பாடகர். இவரது இயற்பெயர் ஏகாம்பரேஷ் என ஓர் தொலைக்காட்சி நிகழ்ச்சியில் (காபி வித் அனு) கூறியுள்ளார். பின்னணிப் பாடகி ஹரிணியை மணம் புரிந்துள்ளார். சாய் ஸ்மிரிதி என்ற மகளும் சாய் பிரத்யங்கர் என்ற மகனும் உள்ளனர். ",,பாடகர் திப்பு – விக்கிப்பீடியா,
பாடகர் திருச்சி லோகநாதன் | Singer Thiruchi Loganathan,https://tamizharulagam.in/2021/04/26/singerthiruchiloganathan144432/,"
				April 26, 2021			","திருச்சி லோகநாதன் (சூலை 24, 1924 – நவம்பர் 17, 1989) தமிழ்த் திரைப்பட முதல் பின்னணிப் பாடகர். பல திரையிசைப் பாடல்களைப் பாடியவர். வாழ்க்கைச் சுருக்கம் திருச்சி மலைக் கோட்டை மாநகரில்…","திருச்சி லோகநாதன் (சூலை 24, 1924 – நவம்பர் 17, 1989) தமிழ்த் திரைப்பட முதல் பின்னணிப் பாடகர். பல திரையிசைப் பாடல்களைப் பாடியவர். ",திருச்சி மலைக் கோட்டை மாநகரில் நகைத்தொழில் செய்த சுப்ரமணியன் என்பவருக்கு மகனாகப் பிறந்தவர் லோகநாதன். இவர் பெயரில் உள்ள T என்ற எழுத்து திருச்சிராப்பள்ளியைக் குறிப்பதாகும். ,நடராஜன் என்பவரிடம் முறையாக இசை பயின்றார். சிறுவயதில் ஜி. ராமநாதன் இசையமைத்த பாடல்களை விருப்பமாகப் பாடுவார். ,கல்யாண சமையல் சாதம் (மாயா பஜார்) 
பாடகர் டி. எம். சௌந்தரராஜன் | Singer T. M. Soundararajan,https://tamizharulagam.in/2021/04/26/singert-m-soundararajan144335/,"
				April 26, 2021			","டி. எம். சௌந்தரராஜன் (மார்ச் 24, 1922 – மே 25, 2013) தமிழ்த் திரைப்படப் பின்னணிப் பாடகர். 2003இல் பத்மசிறீ விருதைப் பெற்ற சௌந்தரராஜன் நாற்பது ஆண்டுகள் தமிழ்த் திரைப்படங்களில் பாடினார்….","டி. எம். சௌந்தரராஜன் (மார்ச் 24, 1922 – மே 25, 2013) தமிழ்த் திரைப்படப் பின்னணிப் பாடகர். 2003இல் பத்மசிறீ விருதைப் பெற்ற சௌந்தரராஜன் நாற்பது ஆண்டுகள் தமிழ்த் திரைப்படங்களில் பாடினார். இவர் திரைப்பட பாடல்கள் மட்டுமின்றி பல பக்தி பாடல்களையும் பாடினார்.  ","சௌராட்டிரக் குடும்பத்தில் மதுரையில் தொ. அ. மீனாட்சி ஐயங்கார் என்பவரின் இரண்டாவது மகனாகப் பிறந்தவர் சௌந்தரராஜன். சௌந்தரராஜன் 1946 இல் சுமுத்திரா என்பவரைத் திருமணம் புரிந்தார். பிரபல வித்துவான் பூச்சி சிறீனிவாச ஐயங்காரின் மருமகன் காரைக்குடி ராஜாமணி ஐயங்காரிடம் முறையாக இசைப் பயிற்சி பெற்று திரையுலகில் நுழைந்தார். பல ஆண்டுகளாகக் கச்சேரி செய்து வந்த இவரை சுந்தரராவ் நட்கர்னி என்பவர் தனது கிருஷ்ண விஜயம் (1950) திரைப்படத்தில் “ராதே நீ என்னை விட்டுப் போகாதேடி” என்ற பாடலைப் பாடுவதற்கு ஒப்பந்தம் செய்தார். அதைத் தொடர்ந்து மந்திரி குமாரி, தேவகி, சர்வாதிகாரி போன்ற படங்களில் பாடுவதற்கு வாய்ப்புக் கிடைத்தது. தேவகி படத்தில் அவர் பாடி நடித்திருந்தார். ","இவர் சிவாஜி, எம்.ஜி.ஆர், ஜெமினி, ஜெய்சங்கர், ரவிச்சந்திரன், முத்துராமன்,எஸ். எஸ். ராஜேந்திரன் மற்றும் நாகேஷ் உட்பட பல முன்னணி திரைப்பட நடிகர்கள் ஒவ்வொருவருக்கும் பொறுத்தமான, தனித் தனி குரலில் பாடி, அந்த நடிகர்களின் முகத்தை தனது குரலின் மூலம் ரசிகர்களின் மனக்கண்னில் நிலை நிறுத்தும் ஆற்றல் இவருக்கு மட்டுமே உண்டு என்று தமிழக மக்கள் இவரை புகழ்ந்து வருகின்றனர் வீரம், காதல், சோகம், துள்ளல், தத்துவம், நையாண்டி மற்றும் கிராமிய மணம் கமழும் 10 ஆயிரத்துக்கும் மேற்பட்ட திரைப்படப் பாடல்களையும், 2500க்கு மேற்பட்ட பக்திப் பாடல்களையும் பாடியுள்ளார். இன்றைய முன்னணி திரைப்பட நட்சத்திரங்களான ரஜினிகாந்த் மற்றும் கமல்ஹாசன் ஆகியவர்களுக்கும் பாடியுள்ளார். ",மாசிலா நிலவே நம் ( அம்பிகாபதி 1957 ) 
பாடகர் சி. எஸ். ஜெயராமன் | Singer C. S. Jayaraman,https://tamizharulagam.in/2021/04/26/singerc-s-jayaraman144303/,"
				April 26, 2021			","சி. எஸ். ஜெயராமன் (6 சனவரி 1917 – 29 சனவரி 1995) எனப் பொதுவாக அறியப்படும் சிதம்பரம் சுந்தரம்பிள்ளை ஜெயராமன் ஒரு நடிகரும், இசையமைப்பாளரும், பிரபல திரைப்படப் பாடகரும் ஆவார். இவர்…","சி. எஸ். ஜெயராமன் (6 சனவரி 1917 – 29 சனவரி 1995) எனப் பொதுவாக அறியப்படும் சிதம்பரம் சுந்தரம்பிள்ளை ஜெயராமன் ஒரு நடிகரும், இசையமைப்பாளரும், பிரபல திரைப்படப் பாடகரும் ஆவார். இவர் பாடிய பாடல்கள் 1940க்கும் 1970க்கும் இடைப்பட்ட காலத்தில் வெளியான பல திரைப்படங்களில் இடம்பெற்றன. ","ஜெயராமன் கோயில் நகரமான சிதம்பரத்தில் பிறந்தார். இவரது தந்தையார் சுந்தரம்பிள்ளை பிரபலமான கர்நாடக இசை வாய்ப்பாட்டுக் கலைஞர். இவர் தி. மு. க தலைவரும் முன்னாள் தமிழ்நாடு முதலமைச்சருமான மு.கருணாநிதியின் முதல் மனைவி பத்மாவதியின் அண்ணனும், மு. க. முத்துவின் தாய்மாமனும் ஆவார். தொடக்கத்தில் கருணாநிதி ஒரு திரைக்கதை எழுத்தாளராக சினிமாவில் அறிமுகமாவதற்குக் காரணமாக இருந்தவர் ஜெயராமன். ","ஜெயராமன் 1917 ஆண்டு தை மாதம் 6 நாள் பிறந்தார். ஜெயராமன், கிருஷ்ண லீலா (1934), பக்த துருவன் (1935), நல்ல தங்காள் (1935), லீலாவதி சுலோச்சனா (1936), இழந்த காதல் (1941), பூம்பாவை (1944), கிருஷ்ண பக்தி (1948) ஆகிய படங்களில் நடித்தார். ","கா கா கா (பராசக்தி 1952) – பாடல் : உடுமலை நாராயணகவி, இசை : R.சுதர்சனம், தயாரிப்பு : நேஷ்னல் பிக்சர்ஸ் "
பாடகர் சீர்காழி கோவிந்தராஜன் | Singer Sirkazhi Govindarajan,https://tamizharulagam.in/2021/04/26/singersirkazhigovindarajan144314/,"
				April 26, 2021			","சீர்காழி எஸ்.கோவிந்தராஜன் (ஜனவரி 19, 1933 – மார்ச் 24, 1988) தமிழ் கருநாடக இசைப் பாடகரும், திரைப்படப் பின்னணிப் பாடகரும் ஆவார். வாழ்க்கைக் குறிப்பு பெயர் : சி. கோவிந்தராசன் பிறப்பு:…","சீர்காழி எஸ்.கோவிந்தராஜன் (ஜனவரி 19, 1933 – மார்ச் 24, 1988) தமிழ் கருநாடக இசைப் பாடகரும், திரைப்படப் பின்னணிப் பாடகரும் ஆவார். ",பெயர் : சி. கோவிந்தராசன் ,பிறப்பு: 19 ஜனவரி 1933 ,தியானமே எனது – தியாகராஜ பாகவதர் பாடிய பாடல் 
பாடகர் சங்கர் மகாதேவன் | Singer Shankar Mahadevan,https://tamizharulagam.in/2021/04/26/singershankarmahadevan144222/,"
				April 26, 2021			","சங்கர் மகாதேவன் ஓர் இந்திய திரைப்படப் பின்னணிப் பாடகர்,பாப்பிசைக் கலைஞர் மற்றும் இசையமைப்பாளர். தமிழ் மற்றும் இந்தித் திரைப்படங்களில் பல பாடல்களைப் பாடியுள்ள சங்கர் மகாதேவன், பாலிவுட் திரைப்படங்களுக்கு இசையமைக்கின்ற சங்கர்-எசான்-லாய் மூவர்…","சங்கர் மகாதேவன் ஓர் இந்திய திரைப்படப் பின்னணிப் பாடகர்,பாப்பிசைக் கலைஞர் மற்றும் இசையமைப்பாளர். தமிழ் மற்றும் இந்தித் திரைப்படங்களில் பல பாடல்களைப் பாடியுள்ள சங்கர் மகாதேவன், பாலிவுட் திரைப்படங்களுக்கு இசையமைக்கின்ற சங்கர்-எசான்-லாய் மூவர் கூட்டணியின் அங்கமாவார். அவரது குரல் வீச்சிற்காக பெயர்பெற்ற சங்கர் நடப்பு இந்திய பாடகர்களில் ஓர் சிறந்த பாடகராகக் கருதப்படுகிறார். ","சங்கர் மகாதேவன் செம்பூர், மும்பையில் ஓர் தமிழ் பேசும் கேரளப் பிராமணக் குடும்பத்தில் பிறந்து வளர்ந்தார். இளமையிலேயே கர்நாடக இசை மற்றும் இந்துஸ்தானி இசையில் பயிற்சி பெற்றார்.ஐந்து அகவையில் வீணை வாசிக்கும் திறமை பெற்றிருந்தார். காலே காகா என்றழைக்கப்பட்ட சீனிவாச காலேயிடம் இசை பயின்றார். செம்பூரில் உள்ள அவர் லேடி ஆஃப் பெர்பெட்சுவல் சக்கர் உயர்நிலைப்பள்ளியில் கல்வி கற்றபின் சயான் தென்னிந்திய கல்வி சமூகத்தின் (SIES) கல்லூரியில் இடைநிலைப்பள்ளி சான்றிதழ் படிப்பை முடித்தார்.1988ஆம் ஆண்டு நவி மும்பையில் அமைந்துள்ள மும்பை பல்கலைகழகத்தின் ஆளுமைக்குட்பட்ட ராம்ராவ் அதிக் தொழில்நுட்பக் கழகத்தில் கணிப் பொறியியலில் பட்டம் பெற்றார். ஆரக்கிளில் சிலகாலம் பணியாற்றினார். ","மென்பொருள் பொறியியலாளராக வாழ்க்கையைத் துவங்கிய சங்கர் விரைவிலேயே இசைத்துறையில் காலடி வைத்தார். ஏ. ஆர். ரகுமான் இசையில் கண்டுகொண்டேன் கண்டுகொண்டேன் திரைப்படத்திற்காக அவர் பாடிய பாடலுக்கு தேசிய திரைப்பட விருது பெற்றார். 1998ஆம் ஆண்டு வெளியான இவரது முதல் இசைத்தொகுப்பு பிரெத்லெஸ் (மூச்சின்றி) இவரை பிரபலமாக்கியது. இந்த இசைத்தொகுப்பின் தலைப்புப் பாடலில் தொடக்கம் முதல் கடைசிவரை மூச்சிழக்காது பாடுவது போன்று தொகுக்கப்பட்டிருந்தது சிறப்பாகும். தொடர்ந்து பல தமிழ்த் திரைப்படங்களில் பாடல்கள் பாடியுள்ளார். பின்னர் சங்கர்-எசான்-லாய் என்ற மூவர் கூட்டணி அமைத்து பல இந்தித் திரைப்படங்களுக்கு இசை அமைக்கத் தொடங்கினார். தமிழைத் தவிர இந்தி,மலையாளம்,கன்னடம்,தெலுங்கு மற்றும் மராத்தியிலும் பாடல்கள் பாடியுள்ளார். ",
பாடகர் ஏ. எல். ராகவன் | Singer A. L. Raghavan,https://tamizharulagam.in/2021/04/26/singera-l-raghavan144206/,"
				April 26, 2021			","ஏ. எல். இராகவன் (A. L. Ragavan; 1933 – சூன் 19, 2020), தென்னிந்தியாவின் பழம்பெரும் திரைப்பட நடிகரும், பின்னணிப் பாடகரும் ஆவார். இவர் 1950களில் இருந்து 1970கள் வரை தமிழ்த்…","ஏ. எல். இராகவன் (A. L. Ragavan; 1933 – சூன் 19, 2020), தென்னிந்தியாவின் பழம்பெரும் திரைப்பட நடிகரும், பின்னணிப் பாடகரும் ஆவார். இவர் 1950களில் இருந்து 1970கள் வரை தமிழ்த் திரைப்படங்களில் பல பாடல்களைப் பாடியுள்ளார். இவரது மனைவி பிரபல நடிகை எம். என். இராஜம் ஆவார். இந்த இணையருக்கு பிரம்மா என்ற மகனும், நளினா என்ற மகளும் உண்டு. ","இவர் அ. லெட்சுமண பாகவதரின் மகனாக, 1933-இல் தஞ்சாவூர் மாவட்டம், பாபநாசம் வட்டம், அய்யம்பேட்டையில் பிறந்தார். ஏ. எல். இராகவன் 1947 ஆம் ஆண்டு கிருஷ்ண விஜயம் திரைப்படத்தில் நடிகராக அறிமுகமானார். அதன்பிறகு சுதர்ஸன் படத்தில் கண்ணனாக நடித்தார். 1950 ஆம் ஆண்டு வெளியான விஜயகுமாரி திரைப்படத்தில் குமாரி கமலாவுக்காக பெண் குரலில் பாடி பாடகராக அறிமுகமானார். அதன்பிறகு எங்கிருந்தாலும் வாழ்க…, சீட்டுக்கட்டு ராஜா…, என்ன வேகம் நில்லு பாமா…, அங்கமுத்து தங்கமுத்து… உள்ளிட்ட பல பாடல்களால் நன்கு அறியப்பட்டவர். ஏ. எல். இராகவன் சௌராட்டிர சமூகத்தைச் சேர்ந்தவர்.[சான்று தேவை]. அன்பே வா திரைப்படத்தில் எம்.ஜி.ஆர். உடன் சேர்ந்து, ‘நாடோடி நாடோடி…’ என்ற திரைப்பாடலுக்கு நடனம் ஆடினார். பிற்காலத்தில் அலைகள், அகல்யா போன்ற தொலைக்காட்சித் தொடர்களில் நடித்துள்ளார். உடல்நிலை பாதிக்கப்பட்ட இராகவன் சென்னை தனியார் மருத்துவமனையில் அனுமதிக்கப்பட்டதில், இவருக்கு கொரோனா வைரசு தொற்று கண்டறியப்பட்டது. இந்நிலையில் 2020 சூன் 19 இறந்தார். ",,
