image_url,page_url,summary,table,top_songs,songs
https://img4.bdbphotos.com/images/120x156/e/t/et89k3g8htbabt.jpg?skj2io4l,https://www.famousfix.com/topic/naresh-iyer,"Naresh Iyer (born 3 January 1981) is an Indian playback singer. Born in a Tamil speaking family from Mumbai, Iyer is fluent in Tamil, Kannada, Hindi and Marathi.  Naresh Iyer has rendered film songs in several Indian languages and has several chart hits to his credit. His rendition of ""Roobaroo"" from the movie Rang De Basanti composed by A. R. Rahman topped the music charts for many weeks in 2006 and won him the National Film Award for Best Male Playback Singer. He also won the Filmfare award in the R.D. Burman Musical Talent category. He is one of the few playback singers to have won both a Filmfare Award and a National Award in his professional debut singing year.",,,
https://img4.bdbphotos.com/images/120x156/m/9/m9mj0gf8xy70yf7g.jpg?skj2io4l,https://www.famousfix.com/topic/benny-dayal,"Benny Dayal  (born 13 May 1984) is an Indian playback singer. He is a prominent singer in Hindi, Tamil, Telugu, Malayalam, Kannada, Bengali, Gujarati and Marathi languages films. He is a member of the band S5 launched by SS Music TV channel. He made his acting debut in the Malayalam movie By The People. The flick was a suspense thriller and all the songs were sung by S5 members and it was during that time when A.R. Rahman noticed him, and took an audition.",,,
https://img4.bdbphotos.com/images/120x156/9/r/9rqw52lkltgngt.jpg?skj2io4l,https://www.famousfix.com/topic/manjari-fadnis,"Manjari Fadnis (also spelled Fadnnis and Phadnis; born 10 July 1988) is an Indian actress who has appeared in Hindi, Telugu, Bengali, Tamil, Kannada, Malayalam and Marathi language films. She is best known for her performance in the 2008 Hindi film Jaane Tu... Ya Jaane Na. Her other notable films are Faltu (2006), Zokkomon (2011), Grand Masti (2013), Kis Kisko Pyaar Karoon (2015) and a short film Khamakha (2016).",,,
https://img4.bdbphotos.com/images/120x156/8/o/8o41vt47aratatrv.jpg?skj2io4l,https://www.famousfix.com/topic/chiyaan-vikram,"Kennedy John Victor (born 17 April 1966), better known by his stage name Vikram, is an Indian actor and playback singer who predominantly works in Tamil cinema. He is among the most decorated actors in Tamil cinema, with awards including seven Filmfare Awards South, a National Film Award and a Tamil Nadu State Film Award. Amongst his other honours include the Kalaimamani Award from the Government of Tamil Nadu in 2004 and an Honorary Doctorate by the Popular University of Milan in May 2011. Based on the earnings of Indian celebrities, Vikram was included in the Forbes India Celebrity 100 list for 2016 and 2018. He did several variety roles in his films, and he is among the prolific actors in Tamil cinema.","Age	61",,
https://img4.bdbphotos.com/images/120x156/8/o/8o41vt47aratatrv.jpg?skj2io4l,https://www.famousfix.com/topic/chiyaan-vikram,"Kennedy John Victor (born 17 April 1966), better known by his stage name Vikram, is an Indian actor and playback singer who predominantly works in Tamil cinema. He is among the most decorated actors in Tamil cinema, with awards including seven Filmfare Awards South, a National Film Award and a Tamil Nadu State Film Award. Amongst his other honours include the Kalaimamani Award from the Government of Tamil Nadu in 2004 and an Honorary Doctorate by the Popular University of Milan in May 2011. Based on the earnings of Indian celebrities, Vikram was included in the Forbes India Celebrity 100 list for 2016 and 2018. He did several variety roles in his films, and he is among the prolific actors in Tamil cinema.","Birthday	17 April, 1960",,
https://img4.bdbphotos.com/images/120x156/8/o/8o41vt47aratatrv.jpg?skj2io4l,https://www.famousfix.com/topic/chiyaan-vikram,"Kennedy John Victor (born 17 April 1966), better known by his stage name Vikram, is an Indian actor and playback singer who predominantly works in Tamil cinema. He is among the most decorated actors in Tamil cinema, with awards including seven Filmfare Awards South, a National Film Award and a Tamil Nadu State Film Award. Amongst his other honours include the Kalaimamani Award from the Government of Tamil Nadu in 2004 and an Honorary Doctorate by the Popular University of Milan in May 2011. Based on the earnings of Indian celebrities, Vikram was included in the Forbes India Celebrity 100 list for 2016 and 2018. He did several variety roles in his films, and he is among the prolific actors in Tamil cinema.","Birthplace Paramakudi, Tamil Nadu, India ",,
https://img4.bdbphotos.com/images/120x156/8/o/8o41vt47aratatrv.jpg?skj2io4l,https://www.famousfix.com/topic/chiyaan-vikram,"Kennedy John Victor (born 17 April 1966), better known by his stage name Vikram, is an Indian actor and playback singer who predominantly works in Tamil cinema. He is among the most decorated actors in Tamil cinema, with awards including seven Filmfare Awards South, a National Film Award and a Tamil Nadu State Film Award. Amongst his other honours include the Kalaimamani Award from the Government of Tamil Nadu in 2004 and an Honorary Doctorate by the Popular University of Milan in May 2011. Based on the earnings of Indian celebrities, Vikram was included in the Forbes India Celebrity 100 list for 2016 and 2018. He did several variety roles in his films, and he is among the prolific actors in Tamil cinema.","Height	5' 8"" (173 cm)",,
https://img4.bdbphotos.com/images/120x156/8/o/8o41vt47aratatrv.jpg?skj2io4l,https://www.famousfix.com/topic/chiyaan-vikram,"Kennedy John Victor (born 17 April 1966), better known by his stage name Vikram, is an Indian actor and playback singer who predominantly works in Tamil cinema. He is among the most decorated actors in Tamil cinema, with awards including seven Filmfare Awards South, a National Film Award and a Tamil Nadu State Film Award. Amongst his other honours include the Kalaimamani Award from the Government of Tamil Nadu in 2004 and an Honorary Doctorate by the Popular University of Milan in May 2011. Based on the earnings of Indian celebrities, Vikram was included in the Forbes India Celebrity 100 list for 2016 and 2018. He did several variety roles in his films, and he is among the prolific actors in Tamil cinema.","Zodiac Sign	Aries",,
https://img4.bdbphotos.com/images/120x156/8/o/8o41vt47aratatrv.jpg?skj2io4l,https://www.famousfix.com/topic/chiyaan-vikram,"Kennedy John Victor (born 17 April 1966), better known by his stage name Vikram, is an Indian actor and playback singer who predominantly works in Tamil cinema. He is among the most decorated actors in Tamil cinema, with awards including seven Filmfare Awards South, a National Film Award and a Tamil Nadu State Film Award. Amongst his other honours include the Kalaimamani Award from the Government of Tamil Nadu in 2004 and an Honorary Doctorate by the Popular University of Milan in May 2011. Based on the earnings of Indian celebrities, Vikram was included in the Forbes India Celebrity 100 list for 2016 and 2018. He did several variety roles in his films, and he is among the prolific actors in Tamil cinema.","Nationality	Indian",,
https://img4.bdbphotos.com/images/120x156/8/o/8o41vt47aratatrv.jpg?skj2io4l,https://www.famousfix.com/topic/chiyaan-vikram,"Kennedy John Victor (born 17 April 1966), better known by his stage name Vikram, is an Indian actor and playback singer who predominantly works in Tamil cinema. He is among the most decorated actors in Tamil cinema, with awards including seven Filmfare Awards South, a National Film Award and a Tamil Nadu State Film Award. Amongst his other honours include the Kalaimamani Award from the Government of Tamil Nadu in 2004 and an Honorary Doctorate by the Popular University of Milan in May 2011. Based on the earnings of Indian celebrities, Vikram was included in the Forbes India Celebrity 100 list for 2016 and 2018. He did several variety roles in his films, and he is among the prolific actors in Tamil cinema.","Occupation	Actor",,
https://img4.bdbphotos.com/images/120x156/2/h/2hy335rpp4zch2.jpg?skj2io4l,https://www.famousfix.com/topic/siddharth-actor,"Siddharth Suryanarayan (born 17 April 1979) is an Indian film actor who is known for his roles in Tamil, Telugu, and Hindi language films. Apart from acting, he has also been involved in films as a screenwriter, producer and playback singer. He has been featured in many advertisements.","Age	42",,
https://img4.bdbphotos.com/images/120x156/2/h/2hy335rpp4zch2.jpg?skj2io4l,https://www.famousfix.com/topic/siddharth-actor,"Siddharth Suryanarayan (born 17 April 1979) is an Indian film actor who is known for his roles in Tamil, Telugu, and Hindi language films. Apart from acting, he has also been involved in films as a screenwriter, producer and playback singer. He has been featured in many advertisements.","Birthday	17 April, 1979",,
https://img4.bdbphotos.com/images/120x156/2/h/2hy335rpp4zch2.jpg?skj2io4l,https://www.famousfix.com/topic/siddharth-actor,"Siddharth Suryanarayan (born 17 April 1979) is an Indian film actor who is known for his roles in Tamil, Telugu, and Hindi language films. Apart from acting, he has also been involved in films as a screenwriter, producer and playback singer. He has been featured in many advertisements.","Birthplace Chennai, Tamil Nadu, India ",,
https://img4.bdbphotos.com/images/120x156/2/h/2hy335rpp4zch2.jpg?skj2io4l,https://www.famousfix.com/topic/siddharth-actor,"Siddharth Suryanarayan (born 17 April 1979) is an Indian film actor who is known for his roles in Tamil, Telugu, and Hindi language films. Apart from acting, he has also been involved in films as a screenwriter, producer and playback singer. He has been featured in many advertisements.","Height	5' 10"" (178 cm)",,
https://img4.bdbphotos.com/images/120x156/2/h/2hy335rpp4zch2.jpg?skj2io4l,https://www.famousfix.com/topic/siddharth-actor,"Siddharth Suryanarayan (born 17 April 1979) is an Indian film actor who is known for his roles in Tamil, Telugu, and Hindi language films. Apart from acting, he has also been involved in films as a screenwriter, producer and playback singer. He has been featured in many advertisements.","Hair Color	Black",,
https://img4.bdbphotos.com/images/120x156/2/h/2hy335rpp4zch2.jpg?skj2io4l,https://www.famousfix.com/topic/siddharth-actor,"Siddharth Suryanarayan (born 17 April 1979) is an Indian film actor who is known for his roles in Tamil, Telugu, and Hindi language films. Apart from acting, he has also been involved in films as a screenwriter, producer and playback singer. He has been featured in many advertisements.","Zodiac Sign	Aries",,
https://img4.bdbphotos.com/images/120x156/2/h/2hy335rpp4zch2.jpg?skj2io4l,https://www.famousfix.com/topic/siddharth-actor,"Siddharth Suryanarayan (born 17 April 1979) is an Indian film actor who is known for his roles in Tamil, Telugu, and Hindi language films. Apart from acting, he has also been involved in films as a screenwriter, producer and playback singer. He has been featured in many advertisements.","Nationality	Indian",,
https://img4.bdbphotos.com/images/120x156/2/h/2hy335rpp4zch2.jpg?skj2io4l,https://www.famousfix.com/topic/siddharth-actor,"Siddharth Suryanarayan (born 17 April 1979) is an Indian film actor who is known for his roles in Tamil, Telugu, and Hindi language films. Apart from acting, he has also been involved in films as a screenwriter, producer and playback singer. He has been featured in many advertisements.","Occupation	Actor",,
https://img4.bdbphotos.com/images/120x156/2/h/2hy335rpp4zch2.jpg?skj2io4l,https://www.famousfix.com/topic/siddharth-actor,"Siddharth Suryanarayan (born 17 April 1979) is an Indian film actor who is known for his roles in Tamil, Telugu, and Hindi language films. Apart from acting, he has also been involved in films as a screenwriter, producer and playback singer. He has been featured in many advertisements.","Claim to Fame	Jabardasth",,
https://img4.bdbphotos.com/images/120x156/x/6/x6804s6jy4c0ys44.jpg?skj2io4l,https://www.famousfix.com/topic/kailash-kher,"Kailash Kher (born 1973) is an Indian playback singer and music composer, he sang songs with a music style influenced by Indian folk music and Sufi music. He was inspired by the classical musicians Pandit Kumar Gandharva, Pandit Hridaynath Mangeshkar, Pandit Bhimsen Joshi, and the Qawwali singer Nusrat Fateh Ali Khan.",,"
					RankTitle
				
				
					
						1
						Teri Deewani						
					
				
					
						2
						Chaandan Mein						
					
				
					
						3
						Saiyyan						
					
				
					
						4
						Kar Kar Main Haara						
					
				
					
						5
						Dilruba						
					
				
					
						6
						Tauba Tauba						
					
				
					
						7
						Piya Ghar Aavenge						
					
				
					
						8
						Na Batati Tu (Na Dhin Dhin Dhin Na)						
					
				
					
						9
						Rang Rang Ma						
					
				
					
						10
						Jana Jogi De Naal						
					
																	
			","
					
						Aaj Laagi Laagi Nai Dhoop
						
					
				
					
						Aalaporaan Thamizhan
						
					
				
					
						Albela Saajan
						
					
				
					
						Albela Saja
						
					
				
					
						Albela Sajan
						
					
				
					
						Albeliya
						
					
				
					
						Ali
						
					
				
					
						Allah Ke Bande
						
					
				
					
						Allah Ke Bandhe
						
					
				
					
						Alvida
						
					
				
					
						Ankhiyan Teriya Ve
						
					
				
					
						Babam Bam
						
					
				
					
						Babam Bam Babam
						
					
				
					
						Baithe Bithaye (From ""Sufi Paradise"")
						
					
				
					
						Bam Lahiri
						
					
				
					
						Barf Khushi Hai
						
					
				
					
						Bhangra Pauna
						
					
				
					
						Bhangra Pauna/roman
						
					
				
					
						Bhanra Pauna
						
					
				
					
						Bheeg Gaya Mera Maan (Cherrapunjee)
						
					
				
					
						Bheeg Gaya Mera Mann (Cherrapunjee)
						
					
				
					
						Chaandan Mein
						
					
				
					
						Chak De Phattey
						
					
				
					
						Chak Lein De
						
					
				
					
						Chal Rahi Hain Saanse
						
					
				
					
						Chhap Tilak
						
					
				
					
						Chote Chote Pairon Ke Tale (Aamras)
						
					
				
					
						Daaro Na Rang
						
					
				
					
						Daleaulat Shaurat Hai
						
					
				
					
						Daulat Shohrat
						
					
				
					
						Daulat Shohrat Kya Karni
						
					
				
					
						Daulat Shohrat Kya Karni H
						
					
				
					
						Dhol Wajda
						
					
				
					
						Dilruba
						
					
				
					
						Dua
						
					
				
					
						Dum Laga Ke Haisha
						
					
				
					
						Ek khoj
						
					
				
					
						Es To Dada
						
					
				
					
						Fly Fly
						
					
				
					
						Guru Ghantal
						
					
				
					
						Ishq Ho Gaya
						
					
				
					
						Ishq Ka Rutba
						
					
				
					
						Jana Jogi De Naal
						
					
				
					
						Jana Jogi Jenaal
						
					
				
					
						Jay Hanuman
						
					
				
					
						Jhoomo Re
						
					
				
					
						Jhuki Jhuki
						
					
				
					
						Joban Chaalke (Unplugged)
						
					
				
					
						Joban Chalke
						
					
				
					
						Joban Chhalke
						
					
				
					
						Kaise Main Kahoon
						
					
				
					
						Kaise Mein Kahoon
						
					
				
					
						Kar Kar Main Haara
						
					
				
					
						Kinna Sona
						
					
				
					
						Love Sex Aur Dhokha
						
					
				
					
						Maan Jogi Re
						
					
				
					
						Main Aur Meri Aawargi
						
					
				
					
						Man Mein Jyot Jagade Sahib
						
					
				
					
						Mangal Mangal
						
					
				
					
						Mann Jogi Re
						
					
				
					
						Medley: Heere Ni Ranjha/Tere Lariyan/Ankhiyan Udeek Diya
						
					
				
					
						Medley- Heeren Ni Ranjha /Tere Lariyan/ Akhiyan Udeek Diya
						
					
				
					
						Mein Aur Meri
						
					
				
					
						Mere Maula
						
					
				
					
						Mujhe Jo Sahi Lagta Hai
						
					
				
					
						Mumma
						
					
				
					
						Muskura
						
					
				
					
						Na Batati Tu (Na Dhin Dhin Dhin Na)
						
					
				
					
						Naam Guru Ka Le Satsangi
						
					
				
					
						Naiharwa
						
					
				
					
						Pandagala
						
					
				
					
						Piya Ghar Aavenge
						
					
				
					
						Piya Re Piya Re
						
					
				
					
						Rang Deeni
						
					
				
					
						Rang Rang Ma
						
					
				
					
						Rangeele
						
					
				
					
						Rasiyan
						
					
				
					
						Saam Daam Dand Bhed
						
					
				
					
						Sahib Bandgi
						
					
				
					
						Sahib Mera
						
					
				
					
						Sahib Naam Hai Taranhara
						
					
				
					
						Saiyaan
						
					
				
					
						Saiyaan In Hindi
						
					
				
					
						Saiyyan
						
					
				
					
						Saiyyan H
						
					
				
					
						Sanu-Ek-Paal
						
					
				
					
						Sanu Ik Pal/ Tere Bina
						
					
				
					
						Sara Pyaar Hai Bekaar
						
					
				
					
						Shehar Shehar Ke Hazaron Sawal
						
					
				
					
						Tainu TV Per Wekhya
						
					
				
					
						Tauba Tauba
						
					
				
					
						Tere Bina-Nehi Lagta
						
					
				
					
						Tere Deewani
						
					
				
					
						Tere Liye
						
					
				
					
						Tere Liye Male
						
					
				
					
						Tere Naina
						
					
				
					
						Teri Deewani
						
					
				
					
						Teri Dewani
						
					
				
					
						Teri Yaad Mein
						
					
				
					
						Toot Gaya
						
					
				
					
						Tu Jaane Na
						
					
				
					
						Tu Kya Jaane
						
					
				
					
						Tu Meri Jaan Hai
						
					
				
					
						Tu Meri Jaan Hain
						
					
				
					
						Tu Meri Jaan Hein
						
					
				
					
						Turiya Turiya
						
					
				
					
						Uud Uud Uud Jaye
						
					
				
					
						Ya Rabba
						
					
				
					
						Yaar Na Sajna
						
					
				
					
						Yaar Sajan
						
					
				
					
						Yaaron Jashn Manao
						
					
				
					
						Yadaan Teriyaan
						
					
				"
